X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-138.48409,59.1679500000001,7707,DRY BAY,18949650,2023/07/24 18:23:41+00,39622514,DBWA2,29,,59.16795,-138.48409,AK,Yakutat,NPS,ALASKA,SEAN Southeast AK Nt,GLBA,A,120.5 inches,1 mph,72.9 degrees ,56.1 deg. F,NO DATA,91.4 % ,14 volts,NO DATA,88.9 degrees,2.7 mph,219.89999 w/m2,18949649
-109.50061,33.5810700000001,7708,AZ01 QD,19210755,1900/01/01 00:00:00+00,32D18CDC,,7600,,33.58107,-109.50061,AZ,,S&PF,ARIZONA,FORESTRY AND FIRE,Az Dept. of Forestry,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19210755
-87.0402,32.8304800000001,7709,OAKMULGEE 2,18483718,1900/01/01 00:00:00+00,AA11A3A8,,511,0 percent slope. Open pine stand with some mixed hardwood in the area. Needle/leaf litter is the predominant fine fuel type.,32.83048,-87.0402,AL,Bibb,USFS,08,NF'S IN ALABAMA,TALLADEGA NF,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18483718
-105.74361,36.67889,7710,TAOS PORTABLE #3,19180044,1900/01/01 00:00:00+00,326DF4CA,,7880,,36.67889,-105.74361,NM,Taos,BLM,R7 Upper CO Basin,TAOS,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19180044
-89.4742199999999,32.2643,7712,BIENVILLE PORTABLE,18418703,1900/01/01 00:00:00+00,3265C5F6,,446,,32.2643,-89.47422,MS,Scott,USFS,08,NF'S IN MISSISSIPPI,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18418703
-116.20861,43.56528,7713,SMOKE 22,17273925,1900/01/01 00:00:00+00,3281864C,,,,43.56528,-116.20861,CO,Jefferson,USFS,WO,,FAM,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17273925
-110.45733,42.2771100000001,7714,MICRO BLM #3 (BURDICK),17293182,1900/01/01 00:00:00+00,327B5362,,8804,,42.27711,-110.45733,WY,Sublette,BLM,R7 Upper CO Basin,ROCK SPRINGS,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17293182
-148.58333,65.0193300000001,7715,CHATANIKA,17004843,2023/07/24 19:51:34+00,3247221E,500721,1626,,65.01933,-148.58333,AK,Fairbanks North Star,S&PF,ALASKA,STATE OF ALASKA,AFS,A,4.94 inches,3 mph,166 degrees ,79 deg. F,NO DATA,52 % ,13.5 volts,NO DATA,137 degrees,8 mph,481 w/m2,17004841
-124.11972,43.9577800000001,7716,DUNES,17017664,1900/01/01 00:00:00+00,32489702,352559,120,THIS STATION IS LOCATED ON AN OPEN SAND DUNE.  VEGETATIONCONSISTS OF SCOTS BROOM AND GRASSES.  ISLANDS OF SHORE PINEARE LOCATED IN THE AREA.,43.95778,-124.11972,OR,Lane,USFS,06,SIUSLAW NF,OREGON DUNES NRA,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17017664
-120.32529,39.89165,7717,PNF13 PORTABLE,16963154,1900/01/01 00:00:00+00,324874F0,040994,5950,,39.89165,-120.32529,CA,Plumas,USFS,05,PLUMAS NF,BECKWOURTH,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,16963152
-120.30447,48.66878,7718,WAOWF QD 1708,18294557,1900/01/01 00:00:00+00,326934EE,452320,6100,"Portable RAWS on the Naches District, WA-OWF.",48.66878,-120.30447,WA,Okanogan,USFS,06,OKANOGAN/WENATCHEE,Naches District,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18294555
-116.20833,43.5650000000001,7719,PRAWS 2,18898777,1900/01/01 00:00:00+00,346FA48E,,2865,,43.565,-116.20833,ID,Ada,BLM,R9 Columbia Pac NW,BLM/NIFC,RAWS,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18898774
-118.1525,34.2711100000001,7720,CLEAR CREEK,17336618,2023/07/24 19:54:34+00,3332F7B8,045405,3000,Station sits above the Forest/Angeles Crest highwayintersection.  200' up slope east of Clear Creek RangerStation.  This is at the middle of the foothill range northof Los Angeles.  Station sits on a southen facing slope.,34.27111,-118.1525,CA,Los Angeles,USFS,05,ANGELES NF,LARRD,A,52.42 inches,5 mph,304 degrees ,89 deg. F,116 deg. F ,33 % ,13.2 volts,4.1 (unk),295 degrees,11 mph,692 w/m2,17336617
-116.20861,43.56528,7721,SMOKE 16 (ILLINOIS),17777192,1900/01/01 00:00:00+00,AAC067B6,,2865,"Particulate Monitoring system at 2.5 PM with Goes transmitter, WS/WD & RH/AT.",43.56528,-116.20861,IL,,USFS,WO,,FAM,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17777192
-109.71078,33.6951100000001,7722,MOUNTAIN LION,17314344,2023/07/24 17:14:54+00,327C012A,020310,7269,,33.69511,-109.71078,AZ,Apache,BIA,Western,Fort Apache Agency,,A,11.31 inches,4 mph,192 degrees ,83 deg. F,NO DATA,27 % ,13.3 volts,NO DATA,229 degrees,11 mph,843 w/m2,17314343
-97.4127799999999,31.3838900000001,7723,MCGREGOR,17422877,2023/07/24 20:01:34+00,884190EE,419802,636,,31.38389,-97.41278,TX,McLennan,S&PF,TEXAS,TEXAS FOREST SERVICE,South,A,18.94 inches,7 mph,150 degrees ,102 deg. F,116 deg. F ,26 % ,13.2 volts,5.3 (unk),87 degrees,13 mph,911 w/m2,17422876
-122.99278,41.49733,7724,KNF92 PORTABLE,16956474,1900/01/01 00:00:00+00,328052DE,040292,6400,KNF Portable 92 is located above the West Branch Campground and above the west branch of Indian creek.,41.49733,-122.99278,CA,Siskiyou,USFS,05,KLAMATH NF,HAPPY CAMP RD,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,16956474
-96.86,29.9075,7725,LA GRANGE,17313825,2023/07/24 20:03:34+00,88424188,415602,155,hardwood litter / pine,29.9075,-96.86,TX,Fayette,S&PF,TEXAS,TEXAS FOREST SERVICE,South,A,23.96 inches,5 mph,105 degrees ,100 deg. F,117 deg. F ,32 % ,13.1 volts,6.6 (unk),125 degrees,11 mph,827 w/m2,17313824
-99.11056,28.885,7726,PEARSALL,17515550,2023/07/24 17:10:44+00,884297E0,418102,525,,28.885,-99.11056,TX,Frio,S&PF,TEXAS,TEXAS FOREST SERVICE,South,A,12.39 inches,5 mph,146 degrees ,96 deg. F,109 deg. F ,42 % ,13.4 volts,8.5 (unk),191 degrees,11 mph,820 w/m2,17515549
-118.88625,36.7302,7727,SQF03 PORTABLE,19722772,1900/01/01 00:00:00+00,32B6917E,,6500,,36.7302,-118.88625,CA,Tulare,USFS,05,SEQUOIA NF,Division 13,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19722766
-107.03858,43.93213,7728,CASPER PORTABLE,17828405,2023/07/24 20:01:34+00,32406320,,8075,,43.93213,-107.03858,WY,Campbell,BLM,R7 Upper CO Basin,CASPER,,D,4.42 inches,3 mph,227 degrees ,99 deg. F,112 deg. F ,16 % ,13 volts,5.9 (unk),251 degrees,7 mph,827 w/m2,17828404
-94.61722,48.67028,7729,BAUDETTE,17131561,2023/07/24 17:06:24+00,70701330,210301,1113,,48.67028,-94.61722,MN,Lake of the Woods,S&PF,MINNESOTA,DEPT OF NATURAL RES.,Division of Forestry,A,11.76 inches,4 mph,137 degrees ,78 deg. F,89 deg. F ,42 % ,13.5 volts,10.5 (unk),202 degrees,10 mph,782 w/m2,17131561
-119.65783,42.54711,7730,ROCK CREEK,16900153,2023/07/24 18:27:45+00,3264F296,353424,5650,STATION IS LOCATED 300 YDS WEST/SOUTH/WEST OF HART MOUNTAINNATIONAL WILDLIFE HEADQUARTERS ON NORTH END OF AIRSTRIP.STATION SITS 20 FEET NORTH OF SCS SOIL MOISTURE SENSORS.VEGETATION IS SAGEBRUSH/GRASSLAND ON HIGH PLATEAU WITHMTN RIDGES RUNNING N TO S ABOUT 3-5 MILES TO THE WEST.,42.54711,-119.65783,OR,Lake,FWS,REGION 1,HART MOUNTAIN NWR,,A,5.53 inches,11 mph,220 degrees ,81 deg. F,NO DATA,13 % ,13.2 volts,NO DATA,241 degrees,22 mph,908 w/m2,16900152
-120.77419,36.3591700000001,7731,CND BLM PORTABLE,17539369,1900/01/01 00:00:00+00,3290A5C4,044721,2450,,36.35917,-120.77419,CA,Kern,BLM,R10 CA Great Basin,UKIAH,WASHINGTON D.C.,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17539369
-114.096,46.9207000000001,7732,SMOKE E-BAM 52,18186761,1900/01/01 00:00:00+00,32D7E726,,3231,,46.9207,-114.096,MT,Missoula,USFS,WO,MTDC,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18186761
-110.95578,32.2279500000001,7733,NRAWS 2,17879893,1900/01/01 00:00:00+00,32699416,QPTA3,2450,,32.22795,-110.95578,AZ,Pima,NWS,,,Tucson WFO,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17879893
-82.08861,38.96083,7734,LAKIN,17466907,2023/07/24 17:16:51+00,90003576,463001,576,Flat open grassy area on west side of WV SR 62.  Severalhundred feet away from road.,38.96083,-82.08861,WV,Mason,S&PF,WEST VIRGINIA,NOT APPLICABLE,D5,A,21.2 inches,7 mph,0 degrees ,81 deg. F,NO DATA,90 % ,13.5 volts,NO DATA,0 degrees,9 mph,366 w/m2,17466907
-112.06065,38.63343,7735,SIGNAL PEAK,16945464,2023/07/24 17:08:14+00,32412C02,421904,8767,STATION SITS ON TOP OF SIGNAL PEAK WITH A HIGH MOUNTAIN1/4 MILE TO THE NORTH EAST. A STEEP CLIFF IS TO THE SOUTHWEST. TV RELAY STATION IS TO THE NORTH WEST 500 YARDS.STATION OVERLOOKING VALLY TO THE WEST AND NORTH.,38.63343,-112.06065,UT,Sevier,USFS,04,FISHLAKE NF,,A,5.48 inches,5 mph,270 degrees ,78 deg. F,NO DATA,30 % ,13.4 volts,NO DATA,261 degrees,8 mph,735 w/m2,16945463
-170.72186,-14.2761399999999,7736,SIUFAGA RIDGE,18152721,2023/07/24 18:23:51+00,32D670BE,,480,,-14.27614,-170.72186,AS,,NPS,PACIFIC WEST,NP OF AMERICAN SAMOA,Tutuila,A,28.11 inches,2 mph,132 degrees ,75 deg. F,NO DATA,76 % ,12.2 volts,NO DATA,217 degrees,6 mph,1 w/m2,18152719
-117.09385,48.61582,7737,IPNF NORTH ZONE QD#1,18826797,1900/01/01 00:00:00+00,32B1E5DA,,3536,,48.61582,-117.09385,ID,Bonner,USFS,01,IDAHO PANHANDLE NF,BONNER FERRY RS,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18826797
-109.50921,47.2950300000001,7738,NMMEA_PORT1,17377574,1900/01/01 00:00:00+00,32643788,,5060,,47.29503,-109.50921,NM,,BIA,Southwest,Mescalero Agency,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17377574
-121.59694,45.57944,7739,MIDDLE MTN,17176093,2023/07/24 17:14:14+00,6000970C,350812,2544,,45.57944,-121.59694,OR,Hood River,S&PF,OREGON,DEPT OF FORESTRY,THE DALLES UNIT,A,11.63 inches,7 mph,261 degrees ,70 deg. F,83 deg. F ,39 % ,13.8 volts,.3 (unk),233 degrees,17 mph,730 w/m2,17176093
-105.05603,38.00289,7740,WILLIS CREEK,16928314,2023/07/24 19:56:54+00,3240B548,054801,9053,"FIRE WX ZONE: 210Station follows a high mountain VALLEY SITE. Sation in thewet mtns with pond,spruce, fir and aspen.",38.00289,-105.05603,CO,,USFS,02,PIKE/SAN ISABE NF,SAN CARLOS RD,A,14.38 inches,3 mph,59 degrees ,80 deg. F,87 deg. F ,23 % ,13.3 volts,5 (unk),50 degrees,14 mph,570 w/m2,16928314
-117.85111,34.4455600000001,7741,VALYERMO,17336102,2023/07/24 19:54:24+00,3332D154,045423,3780,RAWS unit is located across the street from the valyermostation in the alluvail wash.,34.44556,-117.85111,CA,Los Angeles,USFS,05,ANGELES NF,SCMRRD,A,12.71 inches,6 mph,304 degrees ,98 deg. F,113 deg. F ,19 % ,13.1 volts,4.5 (unk),25 degrees,12 mph,973 w/m2,17336101
-122.94653,42.9296200000001,7742,UMPQUA PORTABLE 2,19405335,2023/07/24 17:09:33+00,32A2DE02,,1035,,42.92962,-122.94653,OR,Douglas,USFS,06,UMPQUA NF,,D,0 inches,1 mph,228 degrees ,68 deg. F,66 deg. F ,51 % ,12.6 volts,12.6 (unk),265 degrees,3 mph,39 w/m2,19405329
-110.80681,42.89892,7743,B-T PORTABLE #3,17535063,1900/01/01 00:00:00+00,3292D6A0,,7783,,42.89892,-110.80681,WY,Lincoln,USFS,04,BRIDGER-TETON NF,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17535063
-105.7925,45.9913300000001,7744,MILES CITY PORTABLE 2019,19338777,1900/01/01 00:00:00+00,32A1D7DE,,3184,,45.99133,-105.7925,MT,Custer,BLM,R5 Missouri Basin,MILES CITY,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19338777
-150.46057,60.4841300000001,7745,SKILAK GUARD STATION,17228319,2023/07/24 19:54:04+00,33911512,500967,307,,60.48413,-150.46057,AK,Kenai Peninsula,S&PF,ALASKA,,,A,3.74 inches,2 mph,180 degrees ,66 deg. F,NO DATA,66 % ,13.7 volts,NO DATA,164 degrees,6 mph,473 w/m2,17228318
-106.04964,36.0370800000001,7746,BLACK MESA,17119012,2023/07/24 18:34:23+00,5213D18C,290305,5460,,36.03708,-106.04964,NM,Rio Arriba,BIA,Southwest,North. Pueblos Agen.,,A,4.94 inches,7 mph,180 degrees ,95 deg. F,NO DATA,16 % ,13.1 volts,NO DATA,158 degrees,12 mph,1002 w/m2,17119012
-110.51558,33.6905800000001,7747,AZSCA_PORT2,17426221,1900/01/01 00:00:00+00,327E17A8,,5650,,33.69058,-110.51558,AZ,,BIA,Western,San Carlos Agency,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17426221
-88.66722,37.43667,7748,DIXON SPRINGS,17077034,2023/07/24 17:08:04+00,3282B4D8,119501,540,Station is located at the Dixon Springs Agricultural Center-University of Illinois.,37.43667,-88.66722,IL,Pope,USFS,09,SHAWNEE NF,VIENNA RD,A,38.05 inches,7 mph,263 degrees ,87 deg. F,100 deg. F ,66 % ,13.2 volts,10.7 (unk),227 degrees,12 mph,493 w/m2,17077033
-155.35889,19.4736100000001,7749,MAUNA LOA,16908868,2023/07/24 18:34:53+00,FA4447E8,496006,5520,"SYSTEM IS LOCATED IN HAWAII VOLCANO N.P. SITE HAS SOUTHERLY
EXPOSURE IN TALL GRASS AND TREES.  THESE TREES ARE LOCATED
IN ALL DIRECTIONS AND VARY IN HEIGHT FROM 8 TO 25 FEET.
FAX # (808) 985-6023",19.47361,-155.35889,HI,Hawaii,NPS,PACIFIC WEST,HAWAII VOLCANOES NP,,A,79.67 inches,7 mph,353 degrees ,76 deg. F,NO DATA,27 % ,12.7 volts,NO DATA,13 degrees,13 mph,463 w/m2,16908865
-119.24031,37.55839,7750,GREEN MOUNTAIN,19159581,2023/07/24 13:19:15+00,3249760A,044210,8035,,37.55839,-119.24031,CA,Madera,USFS,05,SIERRA NF,Bass Lake,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19159581
-111.24281,39.35364,7751,MANTI - PORTABLE #4,18212409,1900/01/01 00:00:00+00,32D6934C,,9740,,39.35364,-111.24281,UT,Emery,USFS,04,MANTI LA SAL NF,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18212405
-81.06805,37.83255,7752,GRANDVIEW,17200699,2023/07/24 17:05:54+00,FA6423E0,464901,2317,"Located on a relatively flat, open, grassy area, SE of theAdmin. buldings of Resource Mgmt.",37.83255,-81.06805,WV,Raleigh,NPS,NORTHEAST,NEW RIVER GORGE N.R.,FIRE MANAGEMENT,A,26.92 inches,2 mph,327 degrees ,82 deg. F,102 deg. F ,53 % ,13.3 volts,9.5 (unk),337 degrees,6 mph,845 w/m2,17200696
-114.27997,48.7848500000001,7753,POLEBRIDGE,17296421,2023/07/24 19:53:03+00,FA4175B2,240210,3574,Station is located on a bench above the Polebridge RS and is,48.78485,-114.27997,MT,Flathead,NPS,INTERMOUNTAIN,GLACIER NP,,A,9.68 inches,6 mph,186 degrees ,95 deg. F,NO DATA,15 % ,13.2 volts,NO DATA,121 degrees,14 mph,907 w/m2,17296420
-105.49231,39.60414,7754,DFPC PORTABLE 2,19379985,2023/07/24 19:45:23+00,32A245B2,,8797,,39.60414,-105.49231,CO,Clear Creek,S&PF,COLORADO,,CO DIVISION OF FIRE,A,26.71 inches,2 mph,133 degrees ,50 deg. F,86 deg. F ,26 % ,13.4 volts,5.7 (unk),148 degrees,6 mph,472 w/m2,19379984
-121.17895,40.72457,7755,BLACKS MOUNTAIN,18109979,2023/07/24 17:05:54+00,AAC360B8,040731,5725,Site is located within the Blacks Mountain Experimental Forest.,40.72457,-121.17895,CA,Lassen,USFS,05,LASSEN NF,Eagle Lake / BMEP,A,19.25 inches,3 mph,172 degrees ,77 deg. F,96 deg. F ,15 % ,13.3 volts,6 (unk),137 degrees,7 mph,619 w/m2,18109978
-119.49111,45.0663900000001,7756,TUPPER,16993343,2023/07/24 17:12:54+00,3245D76E,351202,4260,STATION SITS JUST BELOW TUPPER WORKCENTER HIGHWAY #207ABOUT 8 MILES TO THE NORTH WEST. TOWER IS 100 YDS BELOWHELIPORT SURROUNDED BY 30'-40'PINES ALL DIRECTIONS.,45.06639,-119.49111,OR,Morrow,USFS,06,UMATILLA NF,Heppner,A,3.09 inches,4 mph,303 degrees ,73 deg. F,82 deg. F ,40 % ,13.3 volts,7 (unk),331 degrees,10 mph,628 w/m2,16993342
-154.32345,66.8284200000001,7757,NORUTAK LAKE,16902950,2023/07/24 17:21:54+00,3246B586,500317,800,STATION LOCATED EAST OF BETTLES.,66.82842,-154.32345,AK,Northwest Arctic,NPS,ALASKA,GATES OF ARCTIC NP,,A,8.58 inches,2 mph,180 degrees ,70 deg. F,NO DATA,67 % ,13.5 volts,NO DATA,185 degrees,4 mph,235 w/m2,16902949
-83.2175,35.0861100000001,7758,HIGHLANDS,17066781,2023/07/24 17:05:44+00,333667E0,315803,3915,,35.08611,-83.2175,NC,Macon,USFS,08,NF'S IN N. CAROLINA,HIGHLANDS,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17066780
-107.9625,38.3068700000001,7759,NORWOOD PORTABLE #1,17577532,2023/07/24 19:56:14+00,3289E70C,,8040,Portable Station.  Site Information will change upon each station location.,38.30687,-107.9625,CO,Mesa,USFS,02,"GM, UNC, & GUNN NF",,D,1.11 inches,5 mph,187 degrees ,88 deg. F,107 deg. F ,17 % ,13.1 volts,4.2 (unk),187 degrees,14 mph,NO DATA,17577530
-170.687,-14.26471,7760,TOA RIDGE,18152471,2023/07/24 18:23:41+00,32D663C8,,1270,,-14.26471,-170.687,AS,,NPS,PACIFIC WEST,NP OF AMERICAN SAMOA,Tutuila,A,35.72 inches,2 mph,19 degrees ,71 deg. F,NO DATA,93 % ,12.3 volts,NO DATA,63 degrees,9 mph,2 w/m2,18152469
-105.21281,40.2457200000001,7761,BOULDER COUNTY FIRE QD1,19231270,2023/07/24 18:42:33+00,32A1BCEA,,5798,,40.24572,-105.21281,CO,Boulder,S&PF,COLORADO,,,D,7.18 inches,3 mph,96 degrees ,86 deg. F,101 deg. F ,26 % ,13 volts,6.4 (unk),143 degrees,9 mph,867 w/m2,19231268
-122.31656,41.31534,7762,MT. SHASTA,16990793,2023/07/24 19:54:04+00,32630026,040217,3573,Located on the North side of the Mt. Shasta Ranger Stationradio #042054. Station transitioned from Vaisala hardware to FTS hardware on 01/28/2013,41.31534,-122.31656,CA,Siskiyou,USFS,05,SHASTA TRINITY NF,Mt. Shasta,A,46.01 inches,7 mph,131 degrees ,83 deg. F,100 deg. F ,26 % ,13.3 volts,5.2 (unk),121 degrees,15 mph,958 w/m2,16990791
-110.34311,33.5450300000001,7763,AZFTA_PORT1,17345833,1900/01/01 00:00:00+00,32696492,020499,4580,,33.54503,-110.34311,AZ,,BIA,Western,Fort Apache Agency,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17345833
-158.01306,21.5872200000001,7764,KAWAILOA TRAINING AREA,17429011,1900/01/01 00:00:00+00,3278C10E,,1274,"SITE IS LOCATED ON KAWAILOA TRAINING AREA. STATION SITS ON
A SMALL FINGER WITH A SOUTHWEST VIEW OF THE TOWN OF HALEIWA.
FINGER DROPS OFF ON SOUTH, EAST AND WEST. SITE IS ACROSS THE
ROAD FROM HELICOPTER LANDING/DROP ZONE.",21.58722,-158.01306,HI,Honolulu,DOD,USA,SCHOFIELD BARRACKS,,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17429010
-116.42767,44.8473300000001,7765,WEISER RIVER,16946233,2023/07/24 18:42:03+00,325E60D6,101108,3804,"MIDSLOPE SITE.
fIRE WX FORECAST ZONE: 401
Lower P.Pine belt. Veg cover is primarily forb and little
grass, 10% brush cover (fuel model C)",44.84733,-116.42767,ID,Adams,USFS,04,PAYETTE NF,NEW MEADOWS RD,A,21.44 inches,14 mph,180 degrees ,85 deg. F,91 deg. F ,23 % ,13.2 volts,4.5 (unk),169 degrees,22 mph,440 w/m2,16946232
-118.05681,34.2249400000001,7767,ANF04 PORTABLE,17445154,1900/01/01 00:00:00+00,32893164,045494,6520,"Mt. Gleason Timber, Timber Slash, Chemise, Grass",34.22494,-118.05681,CA,Los Angeles,USFS,05,ANGELES NF,FUELS,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17445154
-108.82905,40.60438,7768,CRDBLMFTS QD,17413726,1900/01/01 00:00:00+00,327A87F0,,7500,,40.60438,-108.82905,CO,Moffat,BLM,R7 Upper CO Basin,CRAIG,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17413726
-160.18778,60.32194,7769,KILBUCK,16897574,2023/07/24 19:56:54+00,12610408,500735,1928,Station is a FTS F6 platform mounted on aHandar 403 tripod with 20' mast.,60.32194,-160.18778,AK,Bethel,FWS,REGION 7,ALASKA FIRE SERVICE,,A,5.94 inches,7 mph,186 degrees ,53 deg. F,NO DATA,86 % ,13.7 volts,NO DATA,170 degrees,11 mph,254 w/m2,16897573
-122.15303,44.1877200000001,7770,MCKENZIE PORTABLE,19113493,2023/07/24 17:14:23+00,32A112C0,,1880,,44.18772,-122.15303,OR,Lane,USFS,06,WILLAMETTE NF,MCKENZIE RIVER RD,A,1.34 inches,1 mph,300 degrees ,63 deg. F,67 deg. F ,68 % ,13.5 volts,12.9 (unk),249 degrees,4 mph,263 w/m2,19113490
-76.7829,40.5381100000001,7771,PA PORTABLE #1,19738127,2023/07/24 19:59:14+00,32B4AFC2,369900,880,brush/scrub adjacent fire cache,40.53811,-76.7829,PA,Dauphin,S&PF,PENNSYLVANIA,,Pennsylvania BOF,D,3.64 inches,3 mph,175 degrees ,83 deg. F,91 deg. F ,58 % ,13.2 volts,9.8 (unk),185 degrees,9 mph,591 w/m2,19738122
-97.30361,30.2013900000001,7772,BASTROP,17387298,2023/07/24 17:08:14+00,8840D11E,415501,383,,30.20139,-97.30361,TX,Bastrop,S&PF,TEXAS,TEXAS FOREST SERVICE,South,A,20.47 inches,7 mph,212 degrees ,94 deg. F,108 deg. F ,49 % ,13.1 volts,9.5 (unk),215 degrees,14 mph,838 w/m2,17387297
-120.16089,39.5661400000001,7773,TNF 03 PORTABLE,18207272,2023/07/24 18:35:24+00,AA11B0DE,,6260,Unit is deployed in a representative area of the Lewis Mill Underburn project.It will probably be pulled in before any significant snow impacts the area.,39.56614,-120.16089,CA,Sierra,USFS,05,TAHOE NF,Sierraville RD,D,.3 inches,5 mph,152 degrees ,74 deg. F,83 deg. F ,21 % ,13.3 volts,6.1 (unk),285 degrees,12 mph,614 w/m2,18207269
-112.91278,45.33,7774,FRENCH CREEK,17129515,2023/07/24 17:16:24+00,326D1738,245415,7422,Dry site douglas-fir with some sagebrush intermixed.,45.33,-112.91278,MT,Beaverhead,USFS,01,BEAVERHEAD/DEERLODGE,Dillon RD,A,10.77 inches,6 mph,174 degrees ,75 deg. F,80 deg. F ,26 % ,13.6 volts,7.7 (unk),174 degrees,10 mph,433 w/m2,17129515
-116.20861,43.56528,7775,SMOKE 24,17874470,1900/01/01 00:00:00+00,3278F494,,2865,,43.56528,-116.20861,CO,Jefferson,USFS,WO,,FAM,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17874470
-110.53803,32.3348800000001,7776,RO PORTABLE #3,17319717,1900/01/01 00:00:00+00,3331E3C0,290999,3842,"Bowl, SW Predominate Winds",32.33488,-110.53803,AZ,,USFS,03,REGIONAL OFFICE,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17319713
-123.57211,41.2303600000001,7777,SRF53 PORTABLE,16968071,1900/01/01 00:00:00+00,32428526,040498,1399,,41.23036,-123.57211,CA,Trinity,USFS,05,SIX RIVERS NF,LOWER TRINITY,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,16968071
